,LEMMA_CHILD_1,LEMMA_CHILD_2,LEMMA_CHILD_3,LEMMA_GRAND_PARENT,LEMMA_PARENT
80031,prazo,,,fazer,aprovar
80032,,,,em,prazo
80033,o,de,,aprovar,em
80034,semestre,,,em,prazo
80035,,,,de,semestre
80036,um,definir,,prazo,de
80037,por,,,de,semestre
80038,FHC,,,semestre,definir
80039,,,,por,FHC
80040,,,,por,FHC
80041,o,próprio,,definir,por
80042,,,,,tornar
80043,,,,,tornar
80044,,,,,tornar
80045,,,,tornar,chegar
80046,,,,chegar,presidente
80047,o,,,tornar,chegar
80048,se,presidente,a,,tornar
80049,posse,,,tornar,chegar
80050,,,,a,posse
80051,o,,,chegar,a
80052,estar,,,tornar,chegar
80053,,,,sem,estar
80054,que,delinear,,chegar,sem
80055,pequeno,,,estar,delinear
80056,,,,em,pequeno
80057,o,,,delinear,em
80058,em,-,divulgar,sem,estar
80059,,,,estar,delinear
80060,,,,estar,delinear
80061,,,,estar,delinear
80062,,,,estar,delinear
80063,setor,,,estar,delinear
80064,,,,com,setor
80065,o,organizar,de,delinear,com
80066,,,,com,setor
80067,sociedade,,,com,setor
80068,,,,de,sociedade
80069,o,,,setor,de
80070,,,,chegar,projeto
80071,o,consubstanciar,,tornar,chegar
80072,,,,projeto,consubstanciar
80073,que,reforma,,chegar,projeto
80074,,,,consubstanciar,reforma
80075,tal,,,projeto,consubstanciar
80076,,,,,tornar
80077,ora,-,chegar,,
80078,,,,,tornar
80079,,,,difícil,mais
80080,muito,,,tornar,difícil
80081,mais,,,,tornar
80082,aprovar,,,,tornar
80083,,,,fazer,aprovar
80084,eles,em,em,tornar,fazer
80085,congresso,,,fazer,aprovar
80086,,,,em,congresso
80087,o,,,aprovar,em
80088,prazo,,,fazer,aprovar
80089,,,,em,prazo
80090,o,de,,aprovar,em
80091,semestre,,,em,prazo
80092,,,,de,semestre
80093,um,definir,,prazo,de
80094,por,,,de,semestre
80095,FHC,,,semestre,definir
80096,,,,por,FHC
80097,,,,por,FHC
80098,o,próprio,,definir,por
80099,,,,,tornar
80100,,,,,tornar
80101,,,,,tornar
80102,,,,tornar,chegar
80103,,,,chegar,presidente
80104,o,,,tornar,chegar
80105,se,presidente,a,,tornar
80106,posse,,,tornar,chegar
80107,,,,a,posse
80108,o,,,chegar,a
80109,estar,,,tornar,chegar
80110,,,,sem,estar
80111,que,delinear,,chegar,sem
80112,pequeno,,,estar,delinear
80113,,,,em,pequeno
80114,o,,,delinear,em
80115,em,-,divulgar,sem,estar
80116,,,,estar,delinear
80117,,,,estar,delinear
80118,,,,estar,delinear
80119,,,,estar,delinear
80120,setor,,,estar,delinear
80121,,,,com,setor
80122,o,organizar,de,delinear,com
80123,,,,com,setor
80124,sociedade,,,com,setor
80125,,,,de,sociedade
80126,o,,,setor,de
80127,,,,chegar,projeto
80128,o,consubstanciar,,tornar,chegar
80129,,,,projeto,consubstanciar
80130,que,reforma,,chegar,projeto
80131,,,,consubstanciar,reforma
80132,tal,,,projeto,consubstanciar
80133,,,,,tornar
80134,ora,-,chegar,,
80135,,,,,tornar
80136,,,,difícil,mais
80137,muito,,,tornar,difícil
80138,mais,,,,tornar
80139,aprovar,,,,tornar
80140,,,,fazer,aprovar
80141,eles,em,em,tornar,fazer
80142,congresso,,,fazer,aprovar
80143,,,,em,congresso
80144,o,,,aprovar,em
80145,prazo,,,fazer,aprovar
80146,,,,em,prazo
80147,o,de,,aprovar,em
80148,semestre,,,em,prazo
80149,,,,de,semestre
80150,um,definir,,prazo,de
80151,por,,,de,semestre
80152,FHC,,,semestre,definir
80153,,,,por,FHC
80154,,,,por,FHC
80155,o,próprio,,definir,por
80156,,,,,tornar
80157,,,,,tornar
80158,,,,,tornar
80159,,,,tornar,chegar
80160,,,,chegar,presidente
80161,o,,,tornar,chegar
80162,se,presidente,a,,tornar
80163,posse,,,tornar,chegar
80164,,,,a,posse
80165,o,,,chegar,a
80166,estar,,,tornar,chegar
80167,,,,sem,estar
80168,que,delinear,,chegar,sem
80169,pequeno,,,estar,delinear
80170,,,,em,pequeno
80171,o,,,delinear,em
80172,em,-,divulgar,sem,estar
80173,,,,estar,delinear
80174,,,,estar,delinear
80175,,,,estar,delinear
80176,,,,estar,delinear
80177,setor,,,estar,delinear
80178,,,,com,setor
80179,o,organizar,de,delinear,com
80180,,,,com,setor
80181,sociedade,,,com,setor
80182,,,,de,sociedade
80183,o,,,setor,de
80184,,,,chegar,projeto
80185,o,consubstanciar,,tornar,chegar
80186,,,,projeto,consubstanciar
80187,que,reforma,,chegar,projeto
80188,,,,consubstanciar,reforma
80189,tal,,,projeto,consubstanciar
80190,,,,,tornar
80191,ora,-,chegar,,
80192,,,,,tornar
80193,,,,difícil,mais
80194,muito,,,tornar,difícil
80195,mais,,,,tornar
80196,aprovar,,,,tornar
80197,,,,fazer,aprovar
80198,eles,em,em,tornar,fazer
80199,congresso,,,fazer,aprovar
80200,,,,em,congresso
80201,o,,,aprovar,em
80202,prazo,,,fazer,aprovar
80203,,,,em,prazo
80204,o,de,,aprovar,em
80205,semestre,,,em,prazo
80206,,,,de,semestre
80207,um,definir,,prazo,de
80208,por,,,de,semestre
80209,FHC,,,semestre,definir
80210,,,,por,FHC
80211,,,,por,FHC
80212,o,próprio,,definir,por
80213,,,,,tornar
80214,,,,,tornar
80215,,,,,tornar
80216,,,,tornar,chegar
80217,,,,chegar,presidente
80218,o,,,tornar,chegar
80219,se,presidente,a,,tornar
80220,posse,,,tornar,chegar
80221,,,,a,posse
80222,o,,,chegar,a
80223,estar,,,tornar,chegar
80224,,,,sem,estar
80225,que,delinear,,chegar,sem
80226,pequeno,,,estar,delinear
80227,,,,em,pequeno
80228,o,,,delinear,em
80229,em,-,divulgar,sem,estar
80230,,,,estar,delinear
80231,,,,estar,delinear
80232,,,,estar,delinear
80233,,,,estar,delinear
80234,setor,,,estar,delinear
80235,,,,com,setor
80236,o,organizar,de,delinear,com
80237,,,,com,setor
80238,sociedade,,,com,setor
80239,,,,de,sociedade
80240,o,,,setor,de
80241,,,,chegar,projeto
80242,o,consubstanciar,,tornar,chegar
80243,,,,projeto,consubstanciar
80244,que,reforma,,chegar,projeto
80245,,,,consubstanciar,reforma
80246,tal,,,projeto,consubstanciar
80247,,,,,tornar
80248,ora,-,chegar,,
80249,,,,,tornar
80250,,,,difícil,mais
80251,muito,,,tornar,difícil
80252,mais,,,,tornar
80253,aprovar,,,,tornar
80254,,,,fazer,aprovar
80255,eles,em,em,tornar,fazer
80256,congresso,,,fazer,aprovar
80257,,,,em,congresso
80258,o,,,aprovar,em
80259,prazo,,,fazer,aprovar
80260,,,,em,prazo
80261,o,de,,aprovar,em
80262,semestre,,,em,prazo
80263,,,,de,semestre
80264,um,definir,,prazo,de
80265,por,,,de,semestre
80266,FHC,,,semestre,definir
80267,,,,por,FHC
80268,,,,por,FHC
80269,o,próprio,,definir,por
80270,,,,,tornar
80271,,,,,tornar
80272,,,,,tornar
80273,,,,tornar,chegar
80274,,,,chegar,presidente
80275,o,,,tornar,chegar
80276,se,presidente,a,,tornar
80277,posse,,,tornar,chegar
80278,,,,a,posse
80279,o,,,chegar,a
80280,estar,,,tornar,chegar
80281,,,,sem,estar
80282,que,delinear,,chegar,sem
80283,pequeno,,,estar,delinear
80284,,,,em,pequeno
80285,o,,,delinear,em
80286,em,-,divulgar,sem,estar
80287,,,,estar,delinear
80288,,,,estar,delinear
80289,,,,estar,delinear
80290,,,,estar,delinear
80291,setor,,,estar,delinear
80292,,,,com,setor
80293,o,organizar,de,delinear,com
80294,,,,com,setor
80295,sociedade,,,com,setor
80296,,,,de,sociedade
80297,o,,,setor,de
80298,,,,chegar,projeto
80299,o,consubstanciar,,tornar,chegar
80300,,,,projeto,consubstanciar
80301,que,reforma,,chegar,projeto
80302,,,,consubstanciar,reforma
80303,tal,,,projeto,consubstanciar
80304,,,,,tornar
80305,ora,-,chegar,,
80306,,,,,tornar
80307,,,,difícil,mais
80308,muito,,,tornar,difícil
80309,mais,,,,tornar
80310,aprovar,,,,tornar
80311,,,,fazer,aprovar
80312,eles,em,em,tornar,fazer
80313,congresso,,,fazer,aprovar
80314,,,,em,congresso
80315,o,,,aprovar,em
80316,prazo,,,fazer,aprovar
80317,,,,em,prazo
80318,o,de,,aprovar,em
80319,semestre,,,em,prazo
80320,,,,de,semestre
80321,um,definir,,prazo,de
80322,por,,,de,semestre
80323,FHC,,,semestre,definir
80324,,,,por,FHC
80325,,,,por,FHC
80326,o,próprio,,definir,por
80327,,,,,tornar
80328,tudo_isso,,,,caber
80329,,,,caber,por
80330,,,,,caber
80331,,,,,caber
80332,por,-,não,,
80333,em,,,,caber
80334,excesso,,,caber,formalismo
80335,,,,formalismo,em
80336,,,,,caber
80337,-,ser,-,,
80338,,,,,caber
80339,lógico,,,,caber
80340,,,,caber,ser
80341,,,,,caber
80342,,,,caber,respeito
80343,,,,caber,respeito
80344,todo,o,a,,caber
80345,prerrogativa,,,caber,respeito
80346,,,,a,prerrogativa
80347,o,de,,respeito,a
80348,governante,,,a,prerrogativa
80349,,,,de,governante
80350,,,,de,governante
80351,o,atual,,prerrogativa,de
80352,,,,,caber
80353,,,,aceitar,paulista
80354,o,Mancha_Verde,,,aceitar
80355,-,Palmeiras,-,aceitar,paulista
80356,,,,paulista,Mancha_Verde
80357,,,,paulista,Mancha_Verde
80358,,,,paulista,Mancha_Verde
80359,,,,paulista,Mancha_Verde
80360,-,Corinthians,-,paulista,Mancha_Verde
80361,,,,Mancha_Verde,Gaviões_da_Fiel
80362,,,,Mancha_Verde,Gaviões_da_Fiel
80363,,,,Mancha_Verde,Gaviões_da_Fiel
80364,paulista,-,mas,,
80365,,,,,aceitar
80366,,,,,aceitar
80367,,,,recusar,carioca
80368,o,,,aceitar,recusar
80369,,,,aceitar,recusar
80370,carioca,se,,,aceitar
80371,,,,,aceitar
80372,,,,aceitar,paulista
80373,o,Mancha_Verde,,,aceitar
80374,-,Palmeiras,-,aceitar,paulista
80375,,,,paulista,Mancha_Verde
80376,,,,paulista,Mancha_Verde
80377,,,,paulista,Mancha_Verde
80378,,,,paulista,Mancha_Verde
80379,-,Corinthians,-,paulista,Mancha_Verde
80380,,,,Mancha_Verde,Gaviões_da_Fiel
80381,,,,Mancha_Verde,Gaviões_da_Fiel
80382,,,,Mancha_Verde,Gaviões_da_Fiel
80383,paulista,-,mas,,
80384,,,,,aceitar
80385,,,,,aceitar
80386,,,,recusar,carioca
80387,o,,,aceitar,recusar
80388,,,,aceitar,recusar
80389,carioca,se,,,aceitar
80390,,,,,aceitar
80391,irônico,ver,-,,
80392,,,,,ser
80393,ter,,,,ser
80394,,,,ter,chefe
80395,o,de,,ver,ter
80396,organizar,,,ter,chefe
80397,,,,de,organizar
80398,,,,de,organizar
80399,o,-,-,chefe,de
80400,,,,de,organizar
80401,chefe,ao_fundo,pregação,ser,ver
80402,,,,ver,ter
80403,,,,ter,pregação
80404,,,,ter,pregação
80405,o,seguinte,,ver,ter
80406,,,,,ser
80407,irônico,ver,-,,
80408,,,,,ser
80409,ter,,,,ser
80410,,,,ter,chefe
80411,o,de,,ver,ter
80412,organizar,,,ter,chefe
80413,,,,de,organizar
80414,,,,de,organizar
80415,o,-,-,chefe,de
80416,,,,de,organizar
80417,chefe,ao_fundo,pregação,ser,ver
80418,,,,ver,ter
80419,,,,ter,pregação
80420,,,,ter,pregação
80421,o,seguinte,,ver,ter
80422,,,,,ser
80423,,,,,chegar
80424,-,de,$/,,
80425,violência,,,,chegar
80426,,,,chegar,de
80427,,,,,chegar
80428,ver,,,,chegar
80429,é,gol,,chegar,querer
80430,,,,querer,ver
80431,de,,,querer,ver
80432,placa,,,ver,gol
80433,,,,gol,de
80434,,,,,chegar
80435,,,,chegar,dar
80436,,,,chegar,dar
80437,todo_mundo,se,mal,,chegar
80438,,,,chegar,dar
80439,,,,,chegar
80440,meia_dúzia,,,,chegar
80441,de,,,chegar,por
80442,babaca,,,por,meia_dúzia
80443,,,,meia_dúzia,de
80444,,,,,chegar
80445,,,,,chegar
80446,,,,engrossar,carta
80447,o,de,,,engrossar
80448,Stepanenko,,,engrossar,carta
80449,,,,carta,de
80450,carta,desde,inquérito,,
80451,ontem,,,,engrossar
80452,,,,engrossar,desde
80453,,,,engrossar,inquérito
80454,o,contra,,,engrossar
80455,ministro,,,engrossar,inquérito
80456,,,,contra,ministro
80457,o,,,inquérito,contra
80458,TSE,,,,engrossar
80459,,,,em,TSE
80460,o,,,engrossar,em
80461,,,,,engrossar
80462,se,de,-,,
80463,,,,,tratar
80464,evidência,,,,tratar
80465,,,,de,evidência
80466,outro,irrefutável,,tratar,de
80467,,,,de,evidência
80468,,,,,tratar
80469,,,,,precisar
80470,,,,,precisar
80471,Itamar,não,de,,
80472,ajuda,,,,precisar
80473,,,,de,ajuda
80474,o,de,,precisar,de
80475,Vicentinho,,,de,ajuda
80476,,,,ajuda,de
80477,,,,,precisar
80478,diante_de,exemplo,-,,
80479,se,,,,ter
80480,,,,ter,diante_de
80481,,,,ter,exemplo
80482,,,,ter,exemplo
80483,um,portentoso,de,,ter
80484,desvio,,,ter,exemplo
80485,de,,,exemplo,de
80486,conduta,,,de,desvio
80487,,,,desvio,de
80488,,,,,ter
80489,,,,ter,agir
80490,,,,,poder
80491,,,,ter,agir
80492,-,ter,-,,
80493,agir,,,,poder
80494,aliás,já,,poder,ter
80495,,,,,poder
80496,,,,soar,silêncio
80497,seu,,,,soar
80498,silêncio,a,-,,
80499,cumplicidade,,,,soar
80500,,,,soar,a
80501,,,,,soar
80502,,,,,ouvir
80503,não,falar,-,,
80504,nada,sobre,,,ouvir
80505,,,,ouvir,falar
80506,arbitragem,,,ouvir,falar
80507,,,,falar,sobre
80508,,,,,ouvir
80509,,,,,ouvir
80510,não,falar,-,,
80511,nada,sobre,,,ouvir
80512,,,,ouvir,falar
80513,arbitragem,,,ouvir,falar
80514,,,,falar,sobre
80515,,,,,ouvir
80516,,,,,falar
80517,,,,,falar
80518,não,se,em,,
80519,cobrança,,,,falar
80520,,,,em,cobrança
80521,o,de,,falar,em
80522,árbitro,,,em,cobrança
80523,,,,de,árbitro
80524,o,apitar,,cobrança,de
80525,,,,árbitro,apitar
80526,que,maldosamente,-,de,árbitro
80527,,,,árbitro,apitar
80528,,,,árbitro,apitar
80529,prejudicar,,,árbitro,apitar
80530,equipe,,,apitar,para
80531,,,,prejudicar,equipe
80532,um,,,para,prejudicar
80533,,,,,falar
80534,,,,,falar
80535,,,,,falar
80536,não,se,em,,
80537,cobrança,,,,falar
80538,,,,em,cobrança
80539,o,de,,falar,em
80540,árbitro,,,em,cobrança
80541,,,,de,árbitro
80542,o,apitar,,cobrança,de
80543,,,,árbitro,apitar
80544,que,maldosamente,-,de,árbitro
80545,,,,árbitro,apitar
80546,,,,árbitro,apitar
80547,prejudicar,,,árbitro,apitar
80548,equipe,,,apitar,para
80549,,,,prejudicar,equipe
80550,um,,,para,prejudicar
80551,,,,,falar
80552,,,,,falar
80553,,,,,falar
80554,não,se,em,,
80555,cobrança,,,,falar
80556,,,,em,cobrança
80557,o,de,,falar,em
80558,árbitro,,,em,cobrança
80559,,,,de,árbitro
80560,o,apitar,,cobrança,de
80561,,,,árbitro,apitar
80562,que,maldosamente,-,de,árbitro
80563,,,,árbitro,apitar
80564,,,,árbitro,apitar
80565,prejudicar,,,árbitro,apitar
80566,equipe,,,apitar,para
80567,,,,prejudicar,equipe
80568,um,,,para,prejudicar
80569,,,,,falar
80570,,,,,acontecer
80571,isso,muitas_vezes,ano,,
80572,,,,,acontecer
80573,,,,acontecer,ano
80574,este,,,,acontecer
80575,,,,,acontecer
80576,,,,ser,ponto
80577,outro,,,,ser
80578,ponto,dever,-,,
80579,,,,ser,dever
80580,,,,dever,bola
80581,o,ir,,ser,dever
80582,,,,bola,ir
80583,que,ser,,dever,bola
80584,usar,,,bola,ir
80585,em,,,ir,ser
80586,campeonato,,,ser,usar
80587,,,,em,campeonato
80588,o,,,usar,em
80589,,,,ser,escolher
80590,que,bola,ser,,ser
80591,escolher,,,ser,dever
80592,não,por,,dever,ser
80593,interesse,,,ser,escolher
80594,comercial,,,escolher,por
80595,,,,por,interesse
80596,,,,,ser
80597,,,,ser,ponto
80598,outro,,,,ser
80599,ponto,dever,-,,
80600,,,,ser,dever
80601,,,,dever,bola
80602,o,ir,,ser,dever
80603,,,,bola,ir
80604,que,ser,,dever,bola
80605,usar,,,bola,ir
80606,em,,,ir,ser
80607,campeonato,,,ser,usar
80608,,,,em,campeonato
80609,o,,,usar,em
80610,,,,ser,escolher
80611,que,bola,ser,,ser
80612,escolher,,,ser,dever
80613,não,por,,dever,ser
80614,interesse,,,ser,escolher
80615,comercial,,,escolher,por
80616,,,,por,interesse
80617,,,,,ser
80618,,,,protestar,cubano-americano
80619,,,,protestar,cubano-americano
80620,cerca_de,300,,,protestar
80621,cubano-americano,na_frente_de,em,,
80622,prédio,,,,protestar
80623,,,,na_frente_de,prédio
80624,o,de,,protestar,na_frente_de
80625,missão,,,na_frente_de,prédio
80626,,,,de,missão
80627,o,cubano,,prédio,de
80628,,,,de,missão
80629,ONU,,,,protestar
80630,,,,em,ONU
80631,o,-,ocorrer,protestar,em
80632,,,,em,ONU
80633,,,,ONU,ocorrer
80634,,,,ocorrer,negociação
80635,o,,,ONU,ocorrer
80636,onde,negociação,,em,ONU
80637,,,,,protestar
80638,de,,,,tentar
80639,escritório,,,tentar,funcionário
80640,,,,de,escritório
80641,o,cubano,,funcionário,de
80642,,,,de,escritório
80643,funcionário,abafar,-,,
80644,protesto,colocar,,,tentar
80645,,,,abafar,protesto
80646,o,em,,tentar,abafar
80647,rua,,,abafar,protesto
80648,,,,em,rua
80649,o,,,protesto,em
80650,caixa,em,com,tentar,abafar
80651,de,,,abafar,colocar
80652,som,,,colocar,caixa
80653,,,,caixa,de
80654,janela,,,abafar,colocar
80655,,,,em,janela
80656,o,de,,colocar,em
80657,prédio,,,em,janela
80658,,,,de,prédio
80659,o,,,janela,de
80660,música,,,abafar,colocar
80661,alto,,,colocar,com
80662,,,,com,música
80663,,,,,tentar
80664,de,,,,tentar
80665,escritório,,,tentar,funcionário
80666,,,,de,escritório
80667,o,cubano,,funcionário,de
80668,,,,de,escritório
80669,funcionário,abafar,-,,
80670,protesto,colocar,,,tentar
80671,,,,abafar,protesto
80672,o,em,,tentar,abafar
80673,rua,,,abafar,protesto
80674,,,,em,rua
80675,o,,,protesto,em
80676,caixa,em,com,tentar,abafar
80677,de,,,abafar,colocar
80678,som,,,colocar,caixa
80679,,,,caixa,de
80680,janela,,,abafar,colocar
80681,,,,em,janela
80682,o,de,,colocar,em
80683,prédio,,,em,janela
80684,,,,de,prédio
80685,o,,,janela,de
80686,música,,,abafar,colocar
80687,alto,,,colocar,com
80688,,,,com,música
80689,,,,,tentar
80690,Miami,,,ser,encontrar
80691,,,,encontrar,em
80692,,,,,ser
80693,,,,ser,bomba
80694,dois,caseiro,-,,ser
80695,,,,ser,bomba
80696,,,,ser,bomba
80697,molotov,,,ser,bomba
80698,,,,bomba,coquetel
80699,,,,ser,bomba
80700,-,bomba,encontrar,,
80701,em,ontem,em_frente,,ser
80702,,,,ser,encontrar
80703,a,,,ser,encontrar
80704,revista,,,encontrar,em_frente
80705,,,,a,revista
80706,o,cubano,Replica,em_frente,a
80707,,,,a,revista
80708,,,,revista,Replica
80709,-,-,-,a,revista
80710,,,,revista,Replica
80711,,,,revista,Replica
80712,,,,Replica,apoiar
80713,que,negociação,para,revista,Replica
80714,,,,apoiar,negociação
80715,o,entre,,Replica,apoiar
80716,Cuba,,,apoiar,negociação
80717,e,EUA,,negociação,entre
80718,,,,entre,Cuba
80719,,,,entre,Cuba
80720,tentar,,,Replica,apoiar
80721,resolver,,,apoiar,para
80722,crise,,,para,tentar
80723,,,,resolver,crise
80724,o,,,tentar,resolver
80725,,,,,ser
80726,Miami,,,ser,encontrar
80727,,,,encontrar,em
80728,,,,,ser
80729,,,,ser,bomba
80730,dois,caseiro,-,,ser
80731,,,,ser,bomba
80732,,,,ser,bomba
80733,molotov,,,ser,bomba
80734,,,,bomba,coquetel
80735,,,,ser,bomba
80736,-,bomba,encontrar,,
80737,em,ontem,em_frente,,ser
80738,,,,ser,encontrar
80739,a,,,ser,encontrar
80740,revista,,,encontrar,em_frente
80741,,,,a,revista
80742,o,cubano,Replica,em_frente,a
80743,,,,a,revista
80744,,,,revista,Replica
80745,-,-,-,a,revista
80746,,,,revista,Replica
80747,,,,revista,Replica
80748,,,,Replica,apoiar
80749,que,negociação,para,revista,Replica
80750,,,,apoiar,negociação
80751,o,entre,,Replica,apoiar
80752,Cuba,,,apoiar,negociação
80753,e,EUA,,negociação,entre
80754,,,,entre,Cuba
80755,,,,entre,Cuba
80756,tentar,,,Replica,apoiar
80757,resolver,,,apoiar,para
80758,crise,,,para,tentar
80759,,,,resolver,crise
80760,o,,,tentar,resolver
80761,,,,,ser
80762,Miami,,,ser,encontrar
80763,,,,encontrar,em
80764,,,,,ser
80765,,,,ser,bomba
80766,dois,caseiro,-,,ser
80767,,,,ser,bomba
80768,,,,ser,bomba
80769,molotov,,,ser,bomba
80770,,,,bomba,coquetel
80771,,,,ser,bomba
80772,-,bomba,encontrar,,
80773,em,ontem,em_frente,,ser
80774,,,,ser,encontrar
80775,a,,,ser,encontrar
80776,revista,,,encontrar,em_frente
80777,,,,a,revista
80778,o,cubano,Replica,em_frente,a
80779,,,,a,revista
80780,,,,revista,Replica
80781,-,-,-,a,revista
80782,,,,revista,Replica
80783,,,,revista,Replica
80784,,,,Replica,apoiar
80785,que,negociação,para,revista,Replica
80786,,,,apoiar,negociação
80787,o,entre,,Replica,apoiar
80788,Cuba,,,apoiar,negociação
80789,e,EUA,,negociação,entre
80790,,,,entre,Cuba
80791,,,,entre,Cuba
80792,tentar,,,Replica,apoiar
80793,resolver,,,apoiar,para
80794,crise,,,para,tentar
80795,,,,resolver,crise
80796,o,,,tentar,resolver
80797,,,,,ser
80798,,,,chegar,bomba
80799,o,,,,chegar
80800,,,,ser,acionar
80801,bomba,a,ser,,
80802,,,,,chegar
80803,acionar,,,,chegar
80804,não,,,chegar,ser
80805,,,,,chegar
80806,,,,dizer,poder
80807,se,orgulhar,,poder,dizer
80808,,,,poder,orgulhar
80809,nós,de,,dizer,poder
80810,futebol,,,poder,orgulhar
80811,,,,de,futebol
80812,nosso,,,orgulhar,de
80813,,,,,poder
80814,,,,poder,dizer
80815,-,dizer,-,,
80816,poder,não,mesmo,,poder
80817,,,,dizer,mesmo
80818,o,,,poder,dizer
80819,árbitro,,,poder,dizer
80820,,,,de,árbitro
80821,,,,de,árbitro
80822,o,nosso,-,dizer,de
80823,,,,de,árbitro
80824,,,,árbitro,representar
80825,aqui,exatamente,por,de,árbitro
80826,,,,árbitro,representar
80827,Marsiglia,,,árbitro,representar
80828,,,,representar,por
80829,,,,,poder
80830,,,,dizer,poder
80831,se,orgulhar,,poder,dizer
80832,,,,poder,orgulhar
80833,nós,de,,dizer,poder
80834,futebol,,,poder,orgulhar
80835,,,,de,futebol
80836,nosso,,,orgulhar,de
80837,,,,,poder
80838,,,,poder,dizer
80839,-,dizer,-,,
80840,poder,não,mesmo,,poder
80841,,,,dizer,mesmo
80842,o,,,poder,dizer
80843,árbitro,,,poder,dizer
80844,,,,de,árbitro
80845,,,,de,árbitro
80846,o,nosso,-,dizer,de
80847,,,,de,árbitro
80848,,,,árbitro,representar
80849,aqui,exatamente,por,de,árbitro
