INDEX,Y_ARG,Y_T
130577,(AM-PRD*),AM-PRD
130578,(AM-MED*,AM-MED
130579,*),AM-MED
130580,(AM-PRD*,AM-PRD
130581,*,AM-PRD
130582,*),AM-PRD
130583,(AM-MED*,AM-MED
130584,*),AM-MED
130585,(C-AM-PNC*,C-AM-PNC
130586,*),C-AM-PNC
130587,(AM-PRD*),AM-PRD
130588,(AM-REC*),AM-REC
130589,(C-AM-PNC*),C-AM-PNC
130590,(AM-PRD*),AM-PRD
130591,(AM-REC*),AM-REC
130592,(AM-PRD*,AM-PRD
130593,*,AM-PRD
130594,*),AM-PRD
130595,(AM-MED*),AM-MED
130596,(C-AM-PNC*),C-AM-PNC
130597,(AM-PRD*),AM-PRD
130598,(AM-ADV*),AM-ADV
130599,(AM-MED*,AM-MED
130600,*),AM-MED
130601,(C-V*),C-V
130602,(AM-PRD*),AM-PRD
130603,(C-V*),C-V
130604,(AM-PRD*),AM-PRD
130605,(C-V*),C-V
130606,(AM-PRD*),AM-PRD
130607,(C-V*),C-V
130608,(AM-PRD*),AM-PRD
130609,(C-V*),C-V
130610,(AM-PRD*),AM-PRD
130611,(C-V*),C-V
130612,(AM-PRD*),AM-PRD
130613,(C-V*),C-V
130614,(AM-PRD*),AM-PRD
130615,(C-V*),C-V
130616,(AM-PRD*),AM-PRD
130617,(C-V*),C-V
130618,(AM-PRD*),AM-PRD
130619,(C-V*),C-V
130620,(AM-PRD*),AM-PRD
130621,(C-V*),C-V
130622,(AM-PRD*),AM-PRD
130623,(A1*),A1
130624,(AM-PRD*),AM-PRD
130625,(C-V*),C-V
130626,(AM-PRD*),AM-PRD
130627,(C-V*),C-V
130628,(AM-PRD*),AM-PRD
130629,(C-V*),C-V
130630,(AM-PRD*),AM-PRD
130631,(C-V*),C-V
130632,(AM-PRD*),AM-PRD
130633,(C-V*),C-V
130634,(AM-MED*,AM-MED
130635,*),AM-MED
130636,(AM-PRD*),AM-PRD
130637,(C-V*),C-V
130638,(AM-PRD*),AM-PRD
130639,(C-V*),C-V
130640,(AM-PRD*),AM-PRD
130641,(C-V*),C-V
130642,(AM-PRD*),AM-PRD
130643,(C-V*),C-V
130644,(AM-PRD*),AM-PRD
130645,(C-V*),C-V
130646,(AM-PRD*),AM-PRD
130647,(C-V*),C-V
130648,(AM-PRD*),AM-PRD
130649,(C-V*),C-V
130650,(AM-PRD*),AM-PRD
130651,(C-V*),C-V
130652,(AM-PRD*),AM-PRD
130653,(C-V*),C-V
130654,(AM-PRD*),AM-PRD
130655,(C-V*),C-V
130656,(AM-PRD*),AM-PRD
130657,(C-V*),C-V
130658,(AM-PRD*),AM-PRD
130659,(C-V*),C-V
130660,(AM-PRD*),AM-PRD
130661,(C-V*),C-V
130662,(AM-PRD*),AM-PRD
130663,(C-V*),C-V
130664,(AM-PRD*),AM-PRD
130665,(C-V*),C-V
130666,(AM-MED*),AM-MED
130667,(AM-PRD*),AM-PRD
130668,(C-V*),C-V
130669,(AM-PRD*),AM-PRD
130670,(C-V*),C-V
130671,(AM-PRD*),AM-PRD
130672,(C-V*),C-V
130673,(AM-PRD*),AM-PRD
130674,(C-V*),C-V
130675,(AM-PRD*),AM-PRD
130676,(C-V*),C-V
130677,(AM-PRD*),AM-PRD
130678,(C-V*),C-V
130679,(AM-PRD*),AM-PRD
130680,(C-V*),C-V
130681,(AM-PRD*),AM-PRD
130682,(C-V*),C-V
130683,(AM-PRD*),AM-PRD
130684,(C-V*),C-V
130685,(AM-PRD*),AM-PRD
130686,(C-V*),C-V
130687,(AM-PRD*),AM-PRD
130688,(C-V*),C-V
130689,(AM-PRD*),AM-PRD
130690,(C-V*),C-V
130691,(AM-PRD*),AM-PRD
130692,(C-V*),C-V
130693,(AM-PRD*),AM-PRD
130694,(C-V*),C-V
130695,(AM-PRD*),AM-PRD
130696,(AM-MED*,AM-MED
130697,*),AM-MED
130698,(C-AM-ADV*),C-AM-ADV
130699,(AM-PRD*),AM-PRD
130700,(C-V*),C-V
130701,(AM-PRD*),AM-PRD
130702,(C-V*),C-V
130703,(AM-PRD*),AM-PRD
130704,(C-V*),C-V
130705,(AM-PRD*),AM-PRD
130706,(C-V*),C-V
130707,(AM-PRD*),AM-PRD
130708,(C-V*),C-V
130709,(AM-PRD*),AM-PRD
130710,(C-V*),C-V
130711,(AM-PRD*),AM-PRD
130712,(C-V*),C-V
130713,(AM-PRD*),AM-PRD
130714,(C-V*),C-V
130715,(AM-PRD*),AM-PRD
130716,(C-AM-LOC*),C-AM-LOC
130717,(C-AM-ADV*),C-AM-ADV
130718,(AM-MNR*),AM-MNR
130719,(C-AM-NEG*),C-AM-NEG
130720,(C-AM-LOC*),C-AM-LOC
130721,(C-V*),C-V
130722,(AM-PRD*),AM-PRD
130723,(C-V*),C-V
130724,(AM-PRD*),AM-PRD
130725,(C-V*),C-V
130726,(AM-PRD*),AM-PRD
130727,(A5*),A5
130728,(AM-MED*),AM-MED
130729,(AM-PRD*),AM-PRD
130730,(C-V*),C-V
130731,(AM-PRD*),AM-PRD
130732,(C-V*),C-V
130733,(AM-LOC*),AM-LOC
130734,(A5*),A5
130735,(AM-LOC*),AM-LOC
130736,(A5*),A5
130737,(AM-LOC*),AM-LOC
130738,(A5*),A5
130739,(AM-LOC*),AM-LOC
130740,(A5*),A5
130741,(AM-LOC*),AM-LOC
130742,(A5*),A5
130743,(AM-LOC*),AM-LOC
130744,(A5*),A5
130745,(AM-LOC*),AM-LOC
130746,(A5*),A5
130747,(AM-LOC*),AM-LOC
130748,(A5*),A5
130749,(AM-LOC*),AM-LOC
130750,(A5*),A5
130751,(AM-LOC*),AM-LOC
130752,(A5*),A5
130753,(AM-LOC*),AM-LOC
130754,(A5*),A5
130755,(AM-LOC*),AM-LOC
130756,(A5*),A5
130757,(AM-LOC*),AM-LOC
130758,(A5*),A5
130759,(AM-LOC*),AM-LOC
130760,(A5*),A5
130761,(AM-LOC*),AM-LOC
130762,(A5*),A5
130763,(AM-LOC*),AM-LOC
130764,(A5*),A5
130765,(AM-LOC*),AM-LOC
130766,(A5*),A5
130767,(AM-LOC*),AM-LOC
130768,(A5*),A5
130769,(AM-LOC*),AM-LOC
130770,(A5*),A5
130771,(AM-LOC*),AM-LOC
130772,(A5*),A5
130773,(AM-LOC*),AM-LOC
130774,(A5*),A5
130775,(C-AM-NEG*),C-AM-NEG
130776,(C-AM-LOC*),C-AM-LOC
130777,(C-V*),C-V
130778,(AM-PRD*),AM-PRD
130779,(A5*),A5
130780,(C-AM-ADV*),C-AM-ADV
130781,(AM-MED*),AM-MED
130782,(AM-PRD*),AM-PRD
130783,(C-V*),C-V
130784,(AM-PRD*),AM-PRD
130785,(C-V*),C-V
130786,(AM-PRD*),AM-PRD
130787,(C-V*),C-V
130788,(AM-PRD*),AM-PRD
130789,(C-V*),C-V
130790,(AM-PRD*),AM-PRD
130791,(C-V*),C-V
130792,(AM-PRD*),AM-PRD
130793,(C-V*),C-V
130794,(AM-PRD*),AM-PRD
130795,(C-AM-LOC*),C-AM-LOC
130796,(C-V*),C-V
130797,(AM-PRD*),AM-PRD
130798,(AM-MED*),AM-MED
130799,(C-V*),C-V
130800,(AM-PRD*),AM-PRD
130801,(AM-ADV*),AM-ADV
130802,(A2*),A2
130803,(C-V*),C-V
130804,(AM-PRD*),AM-PRD
130805,(AM-ADV*),AM-ADV
130806,(A2*),A2
130807,(C-V*),C-V
130808,(AM-PRD*),AM-PRD
130809,(C-V*),C-V
130810,(AM-PRD*),AM-PRD
130811,(C-AM-LOC*),C-AM-LOC
130812,(A2*),A2
130813,(C-V*),C-V
130814,(AM-PRD*),AM-PRD
130815,(C-V*),C-V
130816,(AM-PRD*),AM-PRD
130817,(C-AM-LOC*),C-AM-LOC
130818,(C-V*),C-V
130819,(AM-PRD*),AM-PRD
130820,(AM-MED*),AM-MED
130821,(C-V*),C-V
130822,(AM-PRD*),AM-PRD
130823,(C-V*),C-V
130824,(AM-PRD*),AM-PRD
130825,(C-V*),C-V
130826,(AM-PRD*),AM-PRD
130827,(C-V*),C-V
130828,(AM-PRD*),AM-PRD
130829,(C-V*),C-V
130830,(AM-PRD*),AM-PRD
130831,(C-V*),C-V
130832,(AM-PRD*),AM-PRD
130833,(C-V*),C-V
130834,(AM-PRD*),AM-PRD
130835,(A1*),A1
130836,(AM-PRD*),AM-PRD
130837,(C-V*),C-V
130838,(AM-PRD*),AM-PRD
130839,(C-V*),C-V
130840,(AM-PRD*),AM-PRD
130841,(C-V*),C-V
130842,(AM-MED*),AM-MED
130843,(AM-PRD*),AM-PRD
130844,(C-V*),C-V
130845,(AM-PRD*),AM-PRD
130846,(C-V*),C-V
130847,(AM-PRD*),AM-PRD
130848,(C-V*),C-V
130849,(AM-PRD*),AM-PRD
130850,(C-V*),C-V
130851,(AM-PRD*),AM-PRD
130852,(AM-MED*),AM-MED
130853,(AM-ADV*),AM-ADV
130854,(C-V*,C-V
130855,*),C-V
130856,(AM-PRD*),AM-PRD
130857,(C-V*),C-V
130858,(AM-PRD*),AM-PRD
130859,(AM-ADV*),AM-ADV
130860,(C-V*),C-V
130861,(AM-PRD*),AM-PRD
130862,(C-V*),C-V
130863,(AM-PRD*),AM-PRD
130864,(C-V*),C-V
130865,(AM-PRD*),AM-PRD
130866,(C-V*),C-V
130867,(AM-PRD*),AM-PRD
130868,(C-V*),C-V
130869,(AM-PRD*),AM-PRD
130870,(C-V*),C-V
130871,(AM-PRD*),AM-PRD
130872,(C-V*),C-V
130873,(AM-PRD*),AM-PRD
130874,(AM-MED*),AM-MED
130875,(C-V*,C-V
130876,*,C-V
130877,*),C-V
130878,(AM-PRD*),AM-PRD
130879,(C-V*),C-V
130880,(AM-PRD*),AM-PRD
130881,(C-V*),C-V
130882,(AM-PRD*),AM-PRD
130883,(C-V*),C-V
130884,(AM-PRD*),AM-PRD
130885,(C-AM-ADV*,C-AM-ADV
130886,*),C-AM-ADV
130887,(AM-MED*),AM-MED
130888,(C-V*,C-V
130889,*),C-V
130890,(AM-PRD*),AM-PRD
130891,(C-V*),C-V
130892,(AM-PRD*),AM-PRD
130893,(C-V*),C-V
130894,(AM-PRD*),AM-PRD
130895,(C-V*),C-V
130896,(AM-PRD*),AM-PRD
130897,(C-V*),C-V
130898,(AM-PRD*),AM-PRD
130899,(C-V*),C-V
130900,(AM-PRD*),AM-PRD
130901,(C-V*),C-V
130902,(AM-PRD*),AM-PRD
130903,(C-V*,C-V
130904,*),C-V
130905,(AM-MED*),AM-MED
130906,(AM-MED*,AM-MED
130907,*,AM-MED
130908,*,AM-MED
130909,*,AM-MED
130910,*),AM-MED
130911,(C-V*),C-V
130912,(AM-PRD*),AM-PRD
130913,(C-V*),C-V
130914,(AM-PRD*),AM-PRD
130915,(C-V*),C-V
130916,(AM-PRD*),AM-PRD
130917,(C-V*),C-V
130918,(AM-PRD*),AM-PRD
130919,(C-V*),C-V
130920,(AM-PRD*),AM-PRD
130921,(C-V*),C-V
130922,(AM-PRD*),AM-PRD
130923,(C-V*),C-V
130924,(AM-PRD*),AM-PRD
130925,(C-V*),C-V
130926,(AM-PRD*),AM-PRD
130927,(C-V*),C-V
130928,(AM-PRD*),AM-PRD
130929,(AM-MED*),AM-MED
130930,(C-AM-ADV*,C-AM-ADV
130931,*),C-AM-ADV
130932,(AM-MED*,AM-MED
130933,*,AM-MED
130934,*,AM-MED
130935,*),AM-MED
130936,(AM-PRD*),AM-PRD
130937,(C-V*),C-V
130938,(AM-PRD*),AM-PRD
130939,(C-V*),C-V
130940,(AM-PRD*),AM-PRD
130941,(C-V*),C-V
130942,(AM-PRD*),AM-PRD
130943,(C-V*),C-V
130944,(AM-PRD*),AM-PRD
130945,(C-V*),C-V
130946,(AM-PRD*),AM-PRD
130947,(C-V*),C-V
130948,(AM-PRD*),AM-PRD
130949,(C-V*),C-V
130950,(AM-PRD*),AM-PRD
130951,(C-V*),C-V
130952,(AM-PRD*),AM-PRD
130953,(C-V*),C-V
130954,(AM-PRD*),AM-PRD
130955,(AM-MED*),AM-MED
130956,(C-AM-ADV*),C-AM-ADV
130957,(C-V*,C-V
130958,*,C-V
130959,*,C-V
130960,*),C-V
130961,(AM-PRD*),AM-PRD
130962,(C-V*),C-V
130963,(AM-PRD*),AM-PRD
130964,(C-V*,C-V
130965,*),C-V
130966,(AM-PRD*),AM-PRD
130967,(C-AM-ADV*),C-AM-ADV
130968,(AM-MED*,AM-MED
130969,*),AM-MED
130970,(A5*),A5
130971,(AM-PRD*),AM-PRD
130972,(A5*),A5
130973,(AM-PRD*,AM-PRD
130974,*),AM-PRD
130975,(C-V*),C-V
130976,(AM-PRD*),AM-PRD
130977,(C-V*),C-V
130978,(AM-PRD*,AM-PRD
130979,*,AM-PRD
130980,*),AM-PRD
130981,(AM-MED*),AM-MED
130982,(AM-MED*),AM-MED
130983,(AM-PRD*),AM-PRD
130984,(AM-MED*,AM-MED
130985,*,AM-MED
130986,*,AM-MED
130987,*),AM-MED
130988,(C-V*),C-V
130989,(AM-PRD*),AM-PRD
130990,(C-V*),C-V
130991,(AM-PRD*),AM-PRD
130992,(C-V*),C-V
130993,(AM-PRD*),AM-PRD
130994,(C-V*),C-V
130995,(AM-PRD*),AM-PRD
130996,(C-V*),C-V
130997,(AM-PRD*),AM-PRD
130998,(C-V*),C-V
130999,(AM-PRD*),AM-PRD
131000,(C-V*),C-V
131001,(AM-PRD*),AM-PRD
131002,(C-V*),C-V
131003,(AM-PRD*),AM-PRD
131004,(C-V*),C-V
131005,(AM-PRD*),AM-PRD
131006,(C-V*),C-V
131007,(AM-PRD*),AM-PRD
131008,(C-V*),C-V
131009,(AM-MED*,AM-MED
131010,*),AM-MED
131011,(C-V*),C-V
131012,(AM-PRD*),AM-PRD
131013,(C-V*),C-V
131014,(AM-PRD*),AM-PRD
131015,(C-V*),C-V
131016,(AM-PRD*),AM-PRD
131017,(C-V*),C-V
131018,(AM-PRD*),AM-PRD
131019,(C-V*),C-V
131020,(AM-PRD*),AM-PRD
131021,(C-V*),C-V
131022,(AM-PRD*),AM-PRD
131023,(C-V*,C-V
131024,*),C-V
131025,(AM-PRD*),AM-PRD
131026,(AM-MED*),AM-MED
131027,(A5*,A5
131028,*),A5
131029,(C-V*),C-V
131030,(AM-PRD*),AM-PRD
131031,(C-V*),C-V
131032,(AM-PRD*),AM-PRD
131033,(C-V*),C-V
131034,(AM-PRD*),AM-PRD
131035,(C-V*),C-V
131036,(AM-PRD*),AM-PRD
131037,(C-V*),C-V
131038,(AM-PRD*),AM-PRD
131039,(C-V*),C-V
131040,(AM-PRD*),AM-PRD
131041,(C-V*),C-V
131042,(AM-PRD*),AM-PRD
131043,(AM-MED*),AM-MED
131044,(AM-PRD*,AM-PRD
131045,*,AM-PRD
131046,*,AM-PRD
131047,*,AM-PRD
131048,*,AM-PRD
131049,*),AM-PRD
131050,(AM-MED*,AM-MED
131051,*),AM-MED
131052,(C-V*,C-V
131053,*),C-V
131054,(AM-PRD*),AM-PRD
131055,(C-V*),C-V
131056,(AM-PRD*),AM-PRD
131057,(C-V*),C-V
131058,(AM-PRD*),AM-PRD
131059,(C-V*),C-V
131060,(AM-PRD*),AM-PRD
131061,(C-V*),C-V
131062,(AM-PRD*),AM-PRD
131063,(C-V*),C-V
131064,(AM-PRD*),AM-PRD
131065,(C-V*),C-V
131066,(AM-PRD*),AM-PRD
131067,(C-V*,C-V
131068,*),C-V
131069,(AM-PRD*),AM-PRD
131070,(AM-MED*),AM-MED
131071,(C-V*),C-V
131072,(AM-PRD*),AM-PRD
131073,(C-V*),C-V
131074,(AM-PRD*),AM-PRD
131075,(C-V*),C-V
131076,(AM-PRD*),AM-PRD
131077,(C-V*),C-V
131078,(AM-PRD*),AM-PRD
131079,(C-V*),C-V
131080,(AM-PRD*),AM-PRD
131081,(C-V*),C-V
131082,(AM-PRD*),AM-PRD
131083,(C-V*),C-V
131084,(AM-PRD*),AM-PRD
131085,(C-V*),C-V
131086,(AM-PRD*),AM-PRD
131087,(C-V*),C-V
131088,(AM-PRD*),AM-PRD
131089,(AM-MED*),AM-MED
131090,(AM-MED*,AM-MED
131091,*,AM-MED
131092,*,AM-MED
131093,*,AM-MED
131094,*,AM-MED
131095,*,AM-MED
131096,*,AM-MED
131097,*),AM-MED
131098,(C-AM-PNC*,C-AM-PNC
131099,*,C-AM-PNC
131100,*,C-AM-PNC
131101,*),C-AM-PNC
131102,(AM-PRD*,AM-PRD
131103,*,AM-PRD
131104,*),AM-PRD
131105,(AM-MED*,AM-MED
131106,*),AM-MED
131107,(AM-PRD*),AM-PRD
131108,(C-V*),C-V
131109,(AM-PRD*),AM-PRD
131110,(C-V*),C-V
131111,(AM-PRD*),AM-PRD
131112,(C-V*),C-V
131113,(AM-PRD*),AM-PRD
131114,(C-V*),C-V
131115,(AM-MED*),AM-MED
131116,(AM-ADV*),AM-ADV
131117,(C-V*,C-V
131118,*),C-V
131119,(AM-PRD*),AM-PRD
131120,(C-V*),C-V
131121,(AM-PRD*),AM-PRD
131122,(C-V*),C-V
131123,(AM-PRD*),AM-PRD
131124,(C-V*),C-V
131125,(AM-PRD*),AM-PRD
131126,(C-V*),C-V
131127,(AM-PRD*),AM-PRD
131128,(C-V*),C-V
131129,(AM-PRD*),AM-PRD
131130,(AM-ADV*),AM-ADV
131131,(C-V*),C-V
131132,(AM-PRD*),AM-PRD
131133,(C-V*),C-V
131134,(AM-PRD*),AM-PRD
131135,(C-V*),C-V
131136,(AM-PRD*),AM-PRD
131137,(C-V*),C-V
131138,(AM-PRD*),AM-PRD
131139,(C-V*),C-V
131140,(AM-PRD*),AM-PRD
131141,(C-V*),C-V
131142,(AM-MED*,AM-MED
131143,*),AM-MED
131144,(C-V*),C-V
131145,(AM-PRD*),AM-PRD
131146,(C-V*),C-V
131147,(AM-PRD*),AM-PRD
131148,(C-V*),C-V
131149,(AM-PRD*),AM-PRD
131150,(C-V*),C-V
131151,(AM-PRD*),AM-PRD
131152,(C-V*),C-V
131153,(AM-PRD*),AM-PRD
131154,(C-V*),C-V
131155,(AM-PRD*),AM-PRD
131156,(C-V*),C-V
131157,(AM-PRD*),AM-PRD
131158,(C-V*),C-V
131159,(AM-LOC*),AM-LOC
131160,(A5*),A5
131161,(AM-LOC*),AM-LOC
131162,(A5*),A5
131163,(AM-LOC*),AM-LOC
131164,(A5*),A5
131165,(AM-LOC*),AM-LOC
131166,(A5*),A5
131167,(AM-LOC*),AM-LOC
131168,(A5*),A5
131169,(AM-LOC*),AM-LOC
131170,(A5*),A5
131171,(C-AM-NEG*),C-AM-NEG
131172,(C-AM-LOC*),C-AM-LOC
131173,(C-V*),C-V
131174,(AM-PRD*),AM-PRD
131175,(C-V*),C-V
131176,(AM-PRD*),AM-PRD
131177,(C-V*),C-V
131178,(AM-MED*),AM-MED
131179,(AM-PRD*),AM-PRD
131180,(C-V*),C-V
131181,(AM-PRD*),AM-PRD
131182,(C-V*),C-V
131183,(AM-PRD*),AM-PRD
131184,(C-V*),C-V
131185,(AM-PRD*),AM-PRD
131186,(C-V*),C-V
131187,(AM-PRD*),AM-PRD
131188,(C-V*),C-V
131189,(AM-PRD*),AM-PRD
131190,(C-V*),C-V
131191,(AM-PRD*),AM-PRD
131192,(C-V*),C-V
131193,(AM-PRD*),AM-PRD
131194,(C-V*),C-V
131195,(AM-PRD*),AM-PRD
131196,(C-V*),C-V
131197,(AM-PRD*),AM-PRD
131198,(C-V*),C-V
131199,(AM-PRD*),AM-PRD
131200,(C-V*),C-V
131201,(AM-PRD*),AM-PRD
131202,(C-V*),C-V
131203,(AM-PRD*),AM-PRD
131204,(C-AM-LOC*),C-AM-LOC
131205,(C-V*),C-V
131206,(AM-PRD*),AM-PRD
131207,(C-V*),C-V
131208,(AM-PRD*),AM-PRD
131209,(C-V*),C-V
131210,(AM-PRD*),AM-PRD
131211,(A5*),A5
131212,(AM-PRD*),AM-PRD
131213,(AM-MED*),AM-MED
131214,(C-V*,C-V
131215,*,C-V
131216,*,C-V
131217,*,C-V
131218,*,C-V
131219,*,C-V
131220,*),C-V
131221,(AM-PRD*),AM-PRD
131222,(C-V*),C-V
131223,(AM-PRD*),AM-PRD
131224,(C-V*),C-V
131225,(AM-PRD*),AM-PRD
131226,(C-V*),C-V
131227,(AM-PRD*),AM-PRD
131228,(C-V*),C-V
131229,(AM-PRD*),AM-PRD
131230,(C-V*),C-V
131231,(AM-PRD*),AM-PRD
131232,(AM-MED*),AM-MED
131233,(C-V*),C-V
131234,(AM-PRD*),AM-PRD
131235,(C-V*),C-V
131236,(AM-PRD*),AM-PRD
131237,(C-V*),C-V
131238,(AM-PRD*),AM-PRD
131239,(C-V*),C-V
131240,(AM-PRD*),AM-PRD
131241,(C-V*),C-V
131242,(AM-PRD*),AM-PRD
131243,(C-V*),C-V
131244,(AM-PRD*),AM-PRD
131245,(C-V*),C-V
131246,(AM-PRD*),AM-PRD
131247,(C-V*),C-V
131248,(AM-PRD*),AM-PRD
131249,(C-V*),C-V
131250,(AM-PRD*),AM-PRD
131251,(AM-MED*),AM-MED
131252,(C-V*),C-V
131253,(AM-PRD*),AM-PRD
131254,(C-V*),C-V
131255,(AM-PRD*),AM-PRD
131256,(C-V*),C-V
131257,(AM-PRD*),AM-PRD
131258,(C-V*),C-V
131259,(AM-PRD*),AM-PRD
131260,(C-V*),C-V
131261,(AM-PRD*),AM-PRD
131262,(C-V*),C-V
131263,(AM-PRD*),AM-PRD
131264,(C-V*),C-V
131265,(AM-PRD*),AM-PRD
131266,(C-V*),C-V
131267,(AM-PRD*),AM-PRD
131268,(C-V*,C-V
131269,*),C-V
131270,(AM-PRD*),AM-PRD
131271,(AM-MED*),AM-MED
131272,(AM-PRD*),AM-PRD
131273,(C-V*),C-V
131274,(AM-PRD*),AM-PRD
131275,(C-V*),C-V
131276,(AM-PRD*),AM-PRD
131277,(C-V*),C-V
131278,(AM-PRD*),AM-PRD
131279,(C-V*),C-V
131280,(AM-PRD*),AM-PRD
131281,(C-V*),C-V
131282,(AM-PRD*),AM-PRD
131283,(C-V*),C-V
131284,(AM-PRD*),AM-PRD
131285,(C-V*),C-V
131286,(AM-PRD*),AM-PRD
131287,(C-V*),C-V
131288,(AM-PRD*),AM-PRD
131289,(C-V*),C-V
131290,(AM-PRD*),AM-PRD
131291,(AM-MED*),AM-MED
131292,(AM-PRD*),AM-PRD
131293,(C-V*),C-V
131294,(AM-PRD*),AM-PRD
131295,(C-V*),C-V
131296,(AM-PRD*),AM-PRD
131297,(C-V*),C-V
131298,(AM-PRD*),AM-PRD
131299,(C-V*),C-V
131300,(AM-PRD*),AM-PRD
131301,(C-V*),C-V
131302,(AM-PRD*),AM-PRD
131303,(C-V*),C-V
131304,(AM-PRD*),AM-PRD
131305,(C-V*),C-V
131306,(AM-PRD*),AM-PRD
131307,(C-V*),C-V
131308,(AM-PRD*),AM-PRD
131309,(C-V*),C-V
131310,(AM-PRD*),AM-PRD
131311,(AM-MED*),AM-MED
131312,(C-V*),C-V
131313,(AM-PRD*),AM-PRD
131314,(C-V*),C-V
131315,(AM-PRD*),AM-PRD
131316,(C-V*),C-V
131317,(AM-PRD*),AM-PRD
131318,(C-V*),C-V
131319,(AM-PRD*),AM-PRD
131320,(C-V*),C-V
131321,(AM-PRD*),AM-PRD
131322,(C-V*),C-V
131323,(AM-PRD*),AM-PRD
131324,(C-V*),C-V
131325,(AM-PRD*),AM-PRD
131326,(C-V*),C-V
131327,(AM-PRD*),AM-PRD
131328,(C-V*,C-V
131329,*),C-V
131330,(AM-PRD*),AM-PRD
131331,(AM-MED*),AM-MED
131332,(C-AM-ADV*,C-AM-ADV
131333,*),C-AM-ADV
131334,(AM-MED*,AM-MED
131335,*,AM-MED
131336,*,AM-MED
131337,*,AM-MED
131338,*,AM-MED
131339,*),AM-MED
131340,(AM-PRD*,AM-PRD
131341,*,AM-PRD
131342,*,AM-PRD
131343,*,AM-PRD
131344,*),AM-PRD
131345,(AM-REC*),AM-REC
131346,(AM-PRD*),AM-PRD
131347,(C-V*),C-V
131348,(AM-PRD*),AM-PRD
131349,(C-V*),C-V
131350,(AM-PRD*),AM-PRD
131351,(C-V*),C-V
131352,(AM-PRD*),AM-PRD
131353,(C-V*),C-V
131354,(AM-PRD*),AM-PRD
131355,(C-V*),C-V
131356,(AM-PRD*),AM-PRD
131357,(C-V*),C-V
131358,(AM-PRD*),AM-PRD
131359,(C-V*),C-V
131360,(AM-PRD*),AM-PRD
131361,(C-V*),C-V
131362,(AM-PRD*),AM-PRD
131363,(C-V*),C-V
131364,(AM-PRD*),AM-PRD
131365,(C-V*),C-V
131366,(AM-PRD*),AM-PRD
131367,(C-V*),C-V
131368,(AM-PRD*),AM-PRD
131369,(C-V*),C-V
131370,(AM-PRD*),AM-PRD
131371,(C-V*),C-V
131372,(AM-PRD*,AM-PRD
131373,*),AM-PRD
131374,(AM-MED*),AM-MED
131375,(AM-PRD*),AM-PRD
131376,(C-V*),C-V
131377,(AM-PRD*),AM-PRD
131378,(C-V*),C-V
131379,(AM-PRD*),AM-PRD
131380,(C-V*),C-V
131381,(AM-PRD*),AM-PRD
131382,(C-V*),C-V
131383,(AM-PRD*),AM-PRD
131384,(C-V*),C-V
131385,(AM-PRD*),AM-PRD
131386,(C-V*),C-V
131387,(AM-PRD*),AM-PRD
131388,(C-V*),C-V
131389,(AM-PRD*),AM-PRD
131390,(C-V*),C-V
131391,(AM-PRD*),AM-PRD
131392,(C-V*),C-V
131393,(AM-PRD*),AM-PRD
131394,(C-V*),C-V
131395,(AM-PRD*),AM-PRD
131396,(C-V*),C-V
131397,(AM-PRD*),AM-PRD
131398,(C-V*),C-V
131399,(AM-PRD*),AM-PRD
131400,(C-V*),C-V
131401,(AM-PRD*),AM-PRD
131402,(C-V*),C-V
131403,(AM-PRD*),AM-PRD
131404,(C-V*),C-V
131405,(AM-PRD*),AM-PRD
131406,(C-V*),C-V
131407,(AM-PRD*),AM-PRD
131408,(C-V*),C-V
131409,(AM-MED*),AM-MED
131410,(AM-PRD*),AM-PRD
131411,(C-V*),C-V
131412,(AM-PRD*),AM-PRD
131413,(C-V*),C-V
131414,(AM-PRD*),AM-PRD
131415,(C-V*),C-V
131416,(AM-PRD*),AM-PRD
131417,(C-V*),C-V
131418,(AM-PRD*),AM-PRD
131419,(C-V*),C-V
131420,(AM-PRD*),AM-PRD
131421,(C-V*),C-V
131422,(AM-PRD*),AM-PRD
131423,(C-V*),C-V
131424,(AM-PRD*),AM-PRD
131425,(C-V*),C-V
131426,(AM-PRD*),AM-PRD
131427,(C-V*),C-V
131428,(AM-PRD*),AM-PRD
131429,(C-V*),C-V
131430,(AM-PRD*),AM-PRD
131431,(C-V*),C-V
131432,(AM-PRD*),AM-PRD
131433,(AM-MED*),AM-MED
131434,(AM-PRD*),AM-PRD
131435,(C-V*),C-V
131436,(AM-PRD*),AM-PRD
131437,(C-V*),C-V
131438,(AM-PRD*),AM-PRD
131439,(C-V*),C-V
131440,(AM-PRD*),AM-PRD
131441,(C-V*),C-V
131442,(AM-PRD*),AM-PRD
131443,(C-V*),C-V
131444,(AM-PRD*),AM-PRD
131445,(C-V*),C-V
131446,(AM-PRD*),AM-PRD
131447,(C-V*),C-V
131448,(AM-PRD*),AM-PRD
131449,(C-V*),C-V
131450,(AM-PRD*),AM-PRD
131451,(C-V*),C-V
131452,(AM-PRD*),AM-PRD
131453,(C-V*),C-V
131454,(AM-PRD*),AM-PRD
131455,(C-V*),C-V
131456,(AM-MED*,AM-MED
131457,*),AM-MED
131458,(C-V*),C-V
131459,(AM-PRD*),AM-PRD
131460,(C-V*),C-V
131461,(AM-PRD*),AM-PRD
131462,(C-V*),C-V
131463,(AM-PRD*),AM-PRD
131464,(C-V*),C-V
