,FUNC+1,FUNC+2,FUNC+3,FUNC-1,FUNC-2,FUNC-3
64334,ADVL,P<,N<,SA,STA,SUBJ
64335,P<,N<,P<,P<,SA,STA
64336,N<,P<,N<,ADVL,P<,SA
64337,P<,N<,P<,P<,ADVL,P<
64338,N<,P<,PU,N<,P<,ADVL
64339,P<,PU,N<,P<,N<,P<
64340,PU,N<,P<,N<,P<,N<
64341,N<,P<,PU,P<,N<,P<
64342,P<,PU,PU,PU,P<,N<
64343,PU,PU,,N<,PU,P<
64344,PU,,,P<,N<,PU
64345,,,,PU,P<,N<
64346,>N,P<,PU,,,
64347,P<,PU,>N,ADVL,,
64348,PU,>N,SUBJ,>N,ADVL,
64349,>N,SUBJ,PU,P<,>N,ADVL
64350,SUBJ,PU,APP,PU,P<,>N
64351,PU,APP,PU,>N,PU,P<
64352,APP,PU,STA,SUBJ,>N,PU
64353,PU,STA,MV,PU,SUBJ,>N
64354,STA,MV,ADVL,APP,PU,SUBJ
64355,MV,ADVL,P<,PU,APP,PU
64356,ADVL,P<,ADVL,STA,PU,APP
64357,P<,ADVL,>N,MV,STA,PU
64358,ADVL,>N,>N,ADVL,MV,STA
64359,>N,>N,P<,P<,ADVL,MV
64360,>N,P<,N<,ADVL,P<,ADVL
64361,P<,N<,>N,>N,ADVL,P<
64362,N<,>N,P<,>N,>N,ADVL
64363,>N,P<,CO,P<,>N,>N
64364,P<,CO,ACC,N<,P<,>N
64365,CO,ACC,CJT,>N,N<,P<
64366,ACC,CJT,PIV,P<,>N,N<
64367,CJT,PIV,P<,CO,P<,>N
64368,PIV,P<,PU,ACC,CO,P<
64369,P<,PU,,CJT,ACC,CO
64370,PU,,,PIV,CJT,ACC
64371,,,,P<,PIV,CJT
64372,>N,P<,PU,,,
64373,P<,PU,>N,ADVL,,
64374,PU,>N,SUBJ,>N,ADVL,
64375,>N,SUBJ,PU,P<,>N,ADVL
64376,SUBJ,PU,APP,PU,P<,>N
64377,PU,APP,PU,>N,PU,P<
64378,APP,PU,STA,SUBJ,>N,PU
64379,PU,STA,MV,PU,SUBJ,>N
64380,STA,MV,ADVL,APP,PU,SUBJ
64381,MV,ADVL,P<,PU,APP,PU
64382,ADVL,P<,ADVL,STA,PU,APP
64383,P<,ADVL,>N,MV,STA,PU
64384,ADVL,>N,>N,ADVL,MV,STA
64385,>N,>N,P<,P<,ADVL,MV
64386,>N,P<,N<,ADVL,P<,ADVL
64387,P<,N<,>N,>N,ADVL,P<
64388,N<,>N,P<,>N,>N,ADVL
64389,>N,P<,CO,P<,>N,>N
64390,P<,CO,ACC,N<,P<,>N
64391,CO,ACC,CJT,>N,N<,P<
64392,ACC,CJT,PIV,P<,>N,N<
64393,CJT,PIV,P<,CO,P<,>N
64394,PIV,P<,PU,ACC,CO,P<
64395,P<,PU,,CJT,ACC,CO
64396,PU,,,PIV,CJT,ACC
64397,,,,P<,PIV,CJT
64398,SUBJ,PU,N<PRED,,,
64399,PU,N<PRED,N<,>N,,
64400,N<PRED,N<,PU,SUBJ,>N,
64401,N<,PU,STA,PU,SUBJ,>N
64402,PU,STA,PIV,N<PRED,PU,SUBJ
64403,STA,PIV,>N,N<,N<PRED,PU
64404,PIV,>N,P<,PU,N<,N<PRED
64405,>N,P<,N<,STA,PU,N<
64406,P<,N<,CO,PIV,STA,PU
64407,N<,CO,ACC,>N,PIV,STA
64408,CO,ACC,CJT,P<,>N,PIV
64409,ACC,CJT,PIV,N<,P<,>N
64410,CJT,PIV,P<,CO,N<,P<
64411,PIV,P<,PRT-AUX,ACC,CO,N<
64412,P<,PRT-AUX,MV,CJT,ACC,CO
64413,PRT-AUX,MV,ADVL,PIV,CJT,ACC
64414,MV,ADVL,P<,P<,PIV,CJT
64415,ADVL,P<,ADVL,PRT-AUX,P<,PIV
64416,P<,ADVL,>N,MV,PRT-AUX,P<
64417,ADVL,>N,P<,ADVL,MV,PRT-AUX
64418,>N,P<,PU,P<,ADVL,MV
64419,P<,PU,,ADVL,P<,ADVL
64420,PU,,,>N,ADVL,P<
64421,,,,P<,>N,ADVL
64422,SUBJ,PU,N<PRED,,,
64423,PU,N<PRED,N<,>N,,
64424,N<PRED,N<,PU,SUBJ,>N,
64425,N<,PU,STA,PU,SUBJ,>N
64426,PU,STA,PIV,N<PRED,PU,SUBJ
64427,STA,PIV,>N,N<,N<PRED,PU
64428,PIV,>N,P<,PU,N<,N<PRED
64429,>N,P<,N<,STA,PU,N<
64430,P<,N<,CO,PIV,STA,PU
64431,N<,CO,ACC,>N,PIV,STA
64432,CO,ACC,CJT,P<,>N,PIV
64433,ACC,CJT,PIV,N<,P<,>N
64434,CJT,PIV,P<,CO,N<,P<
64435,PIV,P<,PRT-AUX,ACC,CO,N<
64436,P<,PRT-AUX,MV,CJT,ACC,CO
64437,PRT-AUX,MV,ADVL,PIV,CJT,ACC
64438,MV,ADVL,P<,P<,PIV,CJT
64439,ADVL,P<,ADVL,PRT-AUX,P<,PIV
64440,P<,ADVL,>N,MV,PRT-AUX,P<
64441,ADVL,>N,P<,ADVL,MV,PRT-AUX
64442,>N,P<,PU,P<,ADVL,MV
64443,P<,PU,,ADVL,P<,ADVL
64444,PU,,,>N,ADVL,P<
64445,,,,P<,>N,ADVL
64446,SUBJ,PU,N<PRED,,,
64447,PU,N<PRED,N<,>N,,
64448,N<PRED,N<,PU,SUBJ,>N,
64449,N<,PU,STA,PU,SUBJ,>N
64450,PU,STA,PIV,N<PRED,PU,SUBJ
64451,STA,PIV,>N,N<,N<PRED,PU
64452,PIV,>N,P<,PU,N<,N<PRED
64453,>N,P<,N<,STA,PU,N<
64454,P<,N<,CO,PIV,STA,PU
64455,N<,CO,ACC,>N,PIV,STA
64456,CO,ACC,CJT,P<,>N,PIV
64457,ACC,CJT,PIV,N<,P<,>N
64458,CJT,PIV,P<,CO,N<,P<
64459,PIV,P<,PRT-AUX,ACC,CO,N<
64460,P<,PRT-AUX,MV,CJT,ACC,CO
64461,PRT-AUX,MV,ADVL,PIV,CJT,ACC
64462,MV,ADVL,P<,P<,PIV,CJT
64463,ADVL,P<,ADVL,PRT-AUX,P<,PIV
64464,P<,ADVL,>N,MV,PRT-AUX,P<
64465,ADVL,>N,P<,ADVL,MV,PRT-AUX
64466,>N,P<,PU,P<,ADVL,MV
64467,P<,PU,,ADVL,P<,ADVL
64468,PU,,,>N,ADVL,P<
64469,,,,P<,>N,ADVL
64470,N<,PU,N<PRED,,,
64471,PU,N<PRED,>N,SUBJ,,
64472,N<PRED,>N,P<,N<,SUBJ,
64473,>N,P<,PU,PU,N<,SUBJ
64474,P<,PU,STA,N<PRED,PU,N<
64475,PU,STA,SUB,>N,N<PRED,PU
64476,STA,SUB,>N,P<,>N,N<PRED
64477,SUB,>N,SUBJ,PU,P<,>N
64478,>N,SUBJ,ACC,STA,PU,P<
64479,SUBJ,ACC,ACC,SUB,STA,PU
64480,ACC,ACC,N<,>N,SUB,STA
64481,ACC,N<,>N,SUBJ,>N,SUB
64482,N<,>N,P<,ACC,SUBJ,>N
64483,>N,P<,ADVL,ACC,ACC,SUBJ
64484,P<,ADVL,>N,N<,ACC,ACC
64485,ADVL,>N,P<,>N,N<,ACC
64486,>N,P<,PU,P<,>N,N<
64487,P<,PU,,ADVL,P<,>N
64488,PU,,,>N,ADVL,P<
64489,,,,P<,>N,ADVL
64490,N<,PU,N<PRED,,,
64491,PU,N<PRED,>N,SUBJ,,
64492,N<PRED,>N,P<,N<,SUBJ,
64493,>N,P<,PU,PU,N<,SUBJ
64494,P<,PU,STA,N<PRED,PU,N<
64495,PU,STA,SUB,>N,N<PRED,PU
64496,STA,SUB,>N,P<,>N,N<PRED
64497,SUB,>N,SUBJ,PU,P<,>N
64498,>N,SUBJ,ACC,STA,PU,P<
64499,SUBJ,ACC,ACC,SUB,STA,PU
64500,ACC,ACC,N<,>N,SUB,STA
64501,ACC,N<,>N,SUBJ,>N,SUB
64502,N<,>N,P<,ACC,SUBJ,>N
64503,>N,P<,ADVL,ACC,ACC,SUBJ
64504,P<,ADVL,>N,N<,ACC,ACC
64505,ADVL,>N,P<,>N,N<,ACC
64506,>N,P<,PU,P<,>N,N<
64507,P<,PU,,ADVL,P<,>N
64508,PU,,,>N,ADVL,P<
64509,,,,P<,>N,ADVL
64510,SUBJ,N<,N<,,,
64511,N<,N<,P<,>N,,
64512,N<,P<,N<,SUBJ,>N,
64513,P<,N<,P<,N<,SUBJ,>N
64514,N<,P<,STA,N<,N<,SUBJ
64515,P<,STA,>N,P<,N<,N<
64516,STA,>N,ADVL,N<,P<,N<
64517,>N,ADVL,>N,P<,N<,P<
64518,ADVL,>N,ACC,STA,P<,N<
64519,>N,ACC,>A,>N,STA,P<
64520,ACC,>A,N<,ADVL,>N,STA
64521,>A,N<,SUB,>N,ADVL,>N
64522,N<,SUB,ADVL,ACC,>N,ADVL
64523,SUB,ADVL,MV,>A,ACC,>N
64524,ADVL,MV,ADVL,N<,>A,ACC
64525,MV,ADVL,>N,SUB,N<,>A
64526,ADVL,>N,P<,ADVL,SUB,N<
64527,>N,P<,PU,MV,ADVL,SUB
64528,P<,PU,,ADVL,MV,ADVL
64529,PU,,,>N,ADVL,MV
64530,,,,P<,>N,ADVL
64531,SUBJ,N<,N<,,,
64532,N<,N<,P<,>N,,
64533,N<,P<,N<,SUBJ,>N,
64534,P<,N<,P<,N<,SUBJ,>N
64535,N<,P<,STA,N<,N<,SUBJ
64536,P<,STA,>N,P<,N<,N<
64537,STA,>N,ADVL,N<,P<,N<
64538,>N,ADVL,>N,P<,N<,P<
64539,ADVL,>N,ACC,STA,P<,N<
64540,>N,ACC,>A,>N,STA,P<
64541,ACC,>A,N<,ADVL,>N,STA
64542,>A,N<,SUB,>N,ADVL,>N
64543,N<,SUB,ADVL,ACC,>N,ADVL
64544,SUB,ADVL,MV,>A,ACC,>N
64545,ADVL,MV,ADVL,N<,>A,ACC
64546,MV,ADVL,>N,SUB,N<,>A
64547,ADVL,>N,P<,ADVL,SUB,N<
64548,>N,P<,PU,MV,ADVL,SUB
64549,P<,PU,,ADVL,MV,ADVL
64550,PU,,,>N,ADVL,MV
64551,,,,P<,>N,ADVL
64552,SUB,ADVL,ACC,,,
64553,ADVL,ACC,>N,STA,,
64554,ACC,>N,>N,SUB,STA,
64555,>N,>N,ACC,ADVL,SUB,STA
64556,>N,ACC,N<,ACC,ADVL,SUB
64557,ACC,N<,P<,>N,ACC,ADVL
64558,N<,P<,PU,>N,>N,ACC
64559,P<,PU,,ACC,>N,>N
64560,PU,,,N<,ACC,>N
64561,,,,P<,N<,ACC
64562,SUB,ADVL,ACC,,,
64563,ADVL,ACC,>N,STA,,
64564,ACC,>N,>N,SUB,STA,
64565,>N,>N,ACC,ADVL,SUB,STA
64566,>N,ACC,N<,ACC,ADVL,SUB
64567,ACC,N<,P<,>N,ACC,ADVL
64568,N<,P<,PU,>N,>N,ACC
64569,P<,PU,,ACC,>N,>N
64570,PU,,,N<,ACC,>N
64571,,,,P<,N<,ACC
64572,PRT-AUX,MV,ADVL,,,
64573,MV,ADVL,PU,STA,,
64574,ADVL,PU,,PRT-AUX,STA,
64575,PU,,,MV,PRT-AUX,STA
64576,,,,ADVL,MV,PRT-AUX
64577,STA,>N,>N,,,
64578,>N,>N,SC,SUBJ,,
64579,>N,SC,PU,STA,SUBJ,
64580,SC,PU,CO,>N,STA,SUBJ
64581,PU,CO,CJT,>N,>N,STA
64582,CO,CJT,SUB,SC,>N,>N
64583,CJT,SUB,ACC,PU,SC,>N
64584,SUB,ACC,MV,CO,PU,SC
64585,ACC,MV,>N,CJT,CO,PU
64586,MV,>N,>N,SUB,CJT,CO
64587,>N,>N,SC,ACC,SUB,CJT
64588,>N,SC,PU,MV,ACC,SUB
64589,SC,PU,,>N,MV,ACC
64590,PU,,,>N,>N,MV
64591,,,,SC,>N,>N
64592,ACC,PU,,,,
64593,PU,,,STA,,
64594,,,,ACC,STA,
64595,ACC,>N,ACC,,,
64596,>N,ACC,PU,STA,,
64597,ACC,PU,CJT,ACC,STA,
64598,PU,CJT,CO,>N,ACC,STA
64599,CJT,CO,DAT,ACC,>N,ACC
64600,CO,DAT,CJT,PU,ACC,>N
64601,DAT,CJT,>N,CJT,PU,ACC
64602,CJT,>N,ACC,CO,CJT,PU
64603,>N,ACC,PIV,DAT,CO,CJT
64604,ACC,PIV,P<,CJT,DAT,CO
64605,PIV,P<,PU,>N,CJT,DAT
64606,P<,PU,,ACC,>N,CJT
64607,PU,,,PIV,ACC,>N
64608,,,,P<,PIV,ACC
64609,ACC,>N,ACC,,,
64610,>N,ACC,PU,STA,,
64611,ACC,PU,CJT,ACC,STA,
64612,PU,CJT,CO,>N,ACC,STA
64613,CJT,CO,DAT,ACC,>N,ACC
64614,CO,DAT,CJT,PU,ACC,>N
64615,DAT,CJT,>N,CJT,PU,ACC
64616,CJT,>N,ACC,CO,CJT,PU
64617,>N,ACC,PIV,DAT,CO,CJT
64618,ACC,PIV,P<,CJT,DAT,CO
64619,PIV,P<,PU,>N,CJT,DAT
64620,P<,PU,,ACC,>N,CJT
64621,PU,,,PIV,ACC,>N
64622,,,,P<,PIV,ACC
64623,ADVL,SUBJ,ACC,,,
64624,SUBJ,ACC,QUE,CO,,
64625,ACC,QUE,ADVL,ADVL,CO,
64626,QUE,ADVL,PU,SUBJ,ADVL,CO
64627,ADVL,PU,SC,ACC,SUBJ,ADVL
64628,PU,SC,N<,QUE,ACC,SUBJ
64629,SC,N<,P<,ADVL,QUE,ACC
64630,N<,P<,PU,PU,ADVL,QUE
64631,P<,PU,PU,SC,PU,ADVL
64632,PU,PU,,N<,SC,PU
64633,PU,,,P<,N<,SC
64634,,,,PU,P<,N<
64635,>N,ACC,N<,,,
64636,ACC,N<,P<,STA,,
64637,N<,P<,ADVL,>N,STA,
64638,P<,ADVL,A<,ACC,>N,STA
64639,ADVL,A<,ACC,N<,ACC,>N
64640,A<,ACC,P<,P<,N<,ACC
64641,ACC,P<,ADVL,ADVL,P<,N<
64642,P<,ADVL,PU,A<,ADVL,P<
64643,ADVL,PU,,ACC,A<,ADVL
64644,PU,,,P<,ACC,A<
64645,,,,ADVL,P<,ACC
64646,>N,ACC,N<,,,
64647,ACC,N<,P<,STA,,
64648,N<,P<,ADVL,>N,STA,
64649,P<,ADVL,A<,ACC,>N,STA
64650,ADVL,A<,ACC,N<,ACC,>N
64651,A<,ACC,P<,P<,N<,ACC
64652,ACC,P<,ADVL,ADVL,P<,N<
64653,P<,ADVL,PU,A<,ADVL,P<
64654,ADVL,PU,,ACC,A<,ADVL
64655,PU,,,P<,ACC,A<
64656,,,,ADVL,P<,ACC
64657,STA,PIV,>N,,,
64658,PIV,>N,P<,SUBJ,,
64659,>N,P<,>A,STA,SUBJ,
64660,P<,>A,N<,PIV,STA,SUBJ
64661,>A,N<,PU,>N,PIV,STA
64662,N<,PU,>A,P<,>N,PIV
64663,PU,>A,N<PRED,>A,P<,>N
64664,>A,N<PRED,N<PRED,N<,>A,P<
64665,N<PRED,N<PRED,P<,PU,N<,>A
64666,N<PRED,P<,PU,>A,PU,N<
64667,P<,PU,,N<PRED,>A,PU
64668,PU,,,N<PRED,N<PRED,>A
64669,,,,P<,N<PRED,N<PRED
64670,ACC,STA,PIV,,,
64671,STA,PIV,>N,SUBJ,,
64672,PIV,>N,P<,ACC,SUBJ,
64673,>N,P<,CO,STA,ACC,SUBJ
64674,P<,CO,CJT,PIV,STA,ACC
64675,CO,CJT,PRT-AUX,>N,PIV,STA
64676,CJT,PRT-AUX,MV,P<,>N,PIV
64677,PRT-AUX,MV,PU,CO,P<,>N
64678,MV,PU,,CJT,CO,P<
64679,PU,,,PRT-AUX,CJT,CO
64680,,,,MV,PRT-AUX,CJT
64681,PIV,P<,ADVL,,,
64682,P<,ADVL,CO,STA,,
64683,ADVL,CO,CJT,PIV,STA,
64684,CO,CJT,ACC,P<,PIV,STA
64685,CJT,ACC,>N,ADVL,P<,PIV
64686,ACC,>N,ACC,CO,ADVL,P<
64687,>N,ACC,N<,CJT,CO,ADVL
64688,ACC,N<,ADVL,ACC,CJT,CO
64689,N<,ADVL,P<,>N,ACC,CJT
64690,ADVL,P<,PU,ACC,>N,ACC
64691,P<,PU,,N<,ACC,>N
64692,PU,,,ADVL,N<,ACC
64693,,,,P<,ADVL,N<
64694,PIV,P<,ADVL,,,
64695,P<,ADVL,CO,STA,,
64696,ADVL,CO,CJT,PIV,STA,
64697,CO,CJT,ACC,P<,PIV,STA
64698,CJT,ACC,>N,ADVL,P<,PIV
64699,ACC,>N,ACC,CO,ADVL,P<
64700,>N,ACC,N<,CJT,CO,ADVL
64701,ACC,N<,ADVL,ACC,CJT,CO
64702,N<,ADVL,P<,>N,ACC,CJT
64703,ADVL,P<,PU,ACC,>N,ACC
64704,P<,PU,,N<,ACC,>N
64705,PU,,,ADVL,N<,ACC
64706,,,,P<,ADVL,N<
64707,PIV,P<,ADVL,,,
64708,P<,ADVL,CO,STA,,
64709,ADVL,CO,CJT,PIV,STA,
64710,CO,CJT,ACC,P<,PIV,STA
64711,CJT,ACC,>N,ADVL,P<,PIV
64712,ACC,>N,ACC,CO,ADVL,P<
64713,>N,ACC,N<,CJT,CO,ADVL
64714,ACC,N<,ADVL,ACC,CJT,CO
64715,N<,ADVL,P<,>N,ACC,CJT
64716,ADVL,P<,PU,ACC,>N,ACC
64717,P<,PU,,N<,ACC,>N
64718,PU,,,ADVL,N<,ACC
64719,,,,P<,ADVL,N<
64720,SUBJ,ADVL,SA,,,
64721,ADVL,SA,>N,ADVL,,
64722,SA,>N,P<,SUBJ,ADVL,
64723,>N,P<,N<,ADVL,SUBJ,ADVL
64724,P<,N<,SUBJ,SA,ADVL,SUBJ
64725,N<,SUBJ,ACC,>N,SA,ADVL
64726,SUBJ,ACC,SUBJ,P<,>N,SA
64727,ACC,SUBJ,N<,N<,P<,>N
64728,SUBJ,N<,PU,SUBJ,N<,P<
64729,N<,PU,SUBJ,ACC,SUBJ,N<
64730,PU,SUBJ,ADVL,SUBJ,ACC,SUBJ
64731,SUBJ,ADVL,STA,N<,SUBJ,ACC
64732,ADVL,STA,SUB,PU,N<,SUBJ
64733,STA,SUB,ACC,SUBJ,PU,N<
64734,SUB,ACC,>N,ADVL,SUBJ,PU
64735,ACC,>N,>N,STA,ADVL,SUBJ
64736,>N,>N,SUBJ,SUB,STA,ADVL
64737,>N,SUBJ,N<,ACC,SUB,STA
64738,SUBJ,N<,ADVL,>N,ACC,SUB
64739,N<,ADVL,A<,>N,>N,ACC
64740,ADVL,A<,P<,SUBJ,>N,>N
64741,A<,P<,PU,N<,SUBJ,>N
64742,P<,PU,,ADVL,N<,SUBJ
64743,PU,,,A<,ADVL,N<
64744,,,,P<,A<,ADVL
64745,SUBJ,ADVL,SA,,,
64746,ADVL,SA,>N,ADVL,,
64747,SA,>N,P<,SUBJ,ADVL,
64748,>N,P<,N<,ADVL,SUBJ,ADVL
64749,P<,N<,SUBJ,SA,ADVL,SUBJ
64750,N<,SUBJ,ACC,>N,SA,ADVL
64751,SUBJ,ACC,SUBJ,P<,>N,SA
64752,ACC,SUBJ,N<,N<,P<,>N
64753,SUBJ,N<,PU,SUBJ,N<,P<
64754,N<,PU,SUBJ,ACC,SUBJ,N<
64755,PU,SUBJ,ADVL,SUBJ,ACC,SUBJ
64756,SUBJ,ADVL,STA,N<,SUBJ,ACC
64757,ADVL,STA,SUB,PU,N<,SUBJ
64758,STA,SUB,ACC,SUBJ,PU,N<
64759,SUB,ACC,>N,ADVL,SUBJ,PU
64760,ACC,>N,>N,STA,ADVL,SUBJ
64761,>N,>N,SUBJ,SUB,STA,ADVL
64762,>N,SUBJ,N<,ACC,SUB,STA
64763,SUBJ,N<,ADVL,>N,ACC,SUB
64764,N<,ADVL,A<,>N,>N,ACC
64765,ADVL,A<,P<,SUBJ,>N,>N
64766,A<,P<,PU,N<,SUBJ,>N
64767,P<,PU,,ADVL,N<,SUBJ
64768,PU,,,A<,ADVL,N<
64769,,,,P<,A<,ADVL
64770,SUBJ,ADVL,SA,,,
64771,ADVL,SA,>N,ADVL,,
64772,SA,>N,P<,SUBJ,ADVL,
64773,>N,P<,N<,ADVL,SUBJ,ADVL
64774,P<,N<,SUBJ,SA,ADVL,SUBJ
64775,N<,SUBJ,ACC,>N,SA,ADVL
64776,SUBJ,ACC,SUBJ,P<,>N,SA
64777,ACC,SUBJ,N<,N<,P<,>N
64778,SUBJ,N<,PU,SUBJ,N<,P<
64779,N<,PU,SUBJ,ACC,SUBJ,N<
64780,PU,SUBJ,ADVL,SUBJ,ACC,SUBJ
64781,SUBJ,ADVL,STA,N<,SUBJ,ACC
64782,ADVL,STA,SUB,PU,N<,SUBJ
64783,STA,SUB,ACC,SUBJ,PU,N<
64784,SUB,ACC,>N,ADVL,SUBJ,PU
64785,ACC,>N,>N,STA,ADVL,SUBJ
64786,>N,>N,SUBJ,SUB,STA,ADVL
64787,>N,SUBJ,N<,ACC,SUB,STA
64788,SUBJ,N<,ADVL,>N,ACC,SUB
64789,N<,ADVL,A<,>N,>N,ACC
64790,ADVL,A<,P<,SUBJ,>N,>N
64791,A<,P<,PU,N<,SUBJ,>N
64792,P<,PU,,ADVL,N<,SUBJ
64793,PU,,,A<,ADVL,N<
64794,,,,P<,A<,ADVL
64795,SUBJ,ADVL,SA,,,
64796,ADVL,SA,>N,ADVL,,
64797,SA,>N,P<,SUBJ,ADVL,
64798,>N,P<,N<,ADVL,SUBJ,ADVL
64799,P<,N<,SUBJ,SA,ADVL,SUBJ
64800,N<,SUBJ,ACC,>N,SA,ADVL
64801,SUBJ,ACC,SUBJ,P<,>N,SA
64802,ACC,SUBJ,N<,N<,P<,>N
64803,SUBJ,N<,PU,SUBJ,N<,P<
64804,N<,PU,SUBJ,ACC,SUBJ,N<
64805,PU,SUBJ,ADVL,SUBJ,ACC,SUBJ
64806,SUBJ,ADVL,STA,N<,SUBJ,ACC
64807,ADVL,STA,SUB,PU,N<,SUBJ
64808,STA,SUB,ACC,SUBJ,PU,N<
64809,SUB,ACC,>N,ADVL,SUBJ,PU
64810,ACC,>N,>N,STA,ADVL,SUBJ
64811,>N,>N,SUBJ,SUB,STA,ADVL
64812,>N,SUBJ,N<,ACC,SUB,STA
64813,SUBJ,N<,ADVL,>N,ACC,SUB
64814,N<,ADVL,A<,>N,>N,ACC
64815,ADVL,A<,P<,SUBJ,>N,>N
64816,A<,P<,PU,N<,SUBJ,>N
64817,P<,PU,,ADVL,N<,SUBJ
64818,PU,,,A<,ADVL,N<
64819,,,,P<,A<,ADVL
64820,>N,ACC,ADVL,,,
64821,ACC,ADVL,PU,STA,,
64822,ADVL,PU,,>N,STA,
64823,PU,,,ACC,>N,STA
64824,,,,ADVL,ACC,>N
64825,STA,MV,>N,,,
64826,MV,>N,SC,SUBJ,,
64827,>N,SC,ADVL,STA,SUBJ,
64828,SC,ADVL,PU,MV,STA,SUBJ
64829,ADVL,PU,CJT,>N,MV,STA
64830,PU,CJT,MV,SC,>N,MV
64831,CJT,MV,SA,ADVL,SC,>N
64832,MV,SA,>N,PU,ADVL,SC
64833,SA,>N,P<,CJT,PU,ADVL
64834,>N,P<,PU,MV,CJT,PU
64835,P<,PU,,SA,MV,CJT
64836,PU,,,>N,SA,MV
64837,,,,P<,>N,SA
64838,SUB,ACC,X,,,
64839,ACC,X,ADVL,STA,,
64840,X,ADVL,CO,SUB,STA,
64841,ADVL,CO,CJT,ACC,SUB,STA
64842,CO,CJT,PIV,X,ACC,SUB
64843,CJT,PIV,>N,ADVL,X,ACC
64844,PIV,>N,P<,CO,ADVL,X
64845,>N,P<,SUB,CJT,CO,ADVL
64846,P<,SUB,SUBJ,PIV,CJT,CO
64847,SUB,SUBJ,ADVL,>N,PIV,CJT
64848,SUBJ,ADVL,ACC,P<,>N,PIV
64849,ADVL,ACC,ACC,SUB,P<,>N
64850,ACC,ACC,SC,SUBJ,SUB,P<
64851,ACC,SC,ADVL,ADVL,SUBJ,SUB
64852,SC,ADVL,PU,ACC,ADVL,SUBJ
64853,ADVL,PU,SUB,ACC,ACC,ADVL
64854,PU,SUB,CJT,SC,ACC,ACC
64855,SUB,CJT,>N,ADVL,SC,ACC
64856,CJT,>N,>N,PU,ADVL,SC
64857,>N,>N,>N,SUB,PU,ADVL
64858,>N,>N,SUBJ,CJT,SUB,PU
64859,>N,SUBJ,ADVL,>N,CJT,SUB
64860,SUBJ,ADVL,A<,>N,>N,CJT
64861,ADVL,A<,P<,>N,>N,>N
64862,A<,P<,PU,SUBJ,>N,>N
64863,P<,PU,,ADVL,SUBJ,>N
64864,PU,,,A<,ADVL,SUBJ
64865,,,,P<,A<,ADVL
64866,SUB,ACC,X,,,
64867,ACC,X,ADVL,STA,,
64868,X,ADVL,CO,SUB,STA,
64869,ADVL,CO,CJT,ACC,SUB,STA
64870,CO,CJT,PIV,X,ACC,SUB
64871,CJT,PIV,>N,ADVL,X,ACC
64872,PIV,>N,P<,CO,ADVL,X
64873,>N,P<,SUB,CJT,CO,ADVL
64874,P<,SUB,SUBJ,PIV,CJT,CO
64875,SUB,SUBJ,ADVL,>N,PIV,CJT
64876,SUBJ,ADVL,ACC,P<,>N,PIV
64877,ADVL,ACC,ACC,SUB,P<,>N
64878,ACC,ACC,SC,SUBJ,SUB,P<
64879,ACC,SC,ADVL,ADVL,SUBJ,SUB
64880,SC,ADVL,PU,ACC,ADVL,SUBJ
64881,ADVL,PU,SUB,ACC,ACC,ADVL
64882,PU,SUB,CJT,SC,ACC,ACC
64883,SUB,CJT,>N,ADVL,SC,ACC
64884,CJT,>N,>N,PU,ADVL,SC
64885,>N,>N,>N,SUB,PU,ADVL
64886,>N,>N,SUBJ,CJT,SUB,PU
64887,>N,SUBJ,ADVL,>N,CJT,SUB
64888,SUBJ,ADVL,A<,>N,>N,CJT
64889,ADVL,A<,P<,>N,>N,>N
64890,A<,P<,PU,SUBJ,>N,>N
64891,P<,PU,,ADVL,SUBJ,>N
64892,PU,,,A<,ADVL,SUBJ
64893,,,,P<,A<,ADVL
64894,SUB,ACC,X,,,
64895,ACC,X,ADVL,STA,,
64896,X,ADVL,CO,SUB,STA,
64897,ADVL,CO,CJT,ACC,SUB,STA
64898,CO,CJT,PIV,X,ACC,SUB
64899,CJT,PIV,>N,ADVL,X,ACC
64900,PIV,>N,P<,CO,ADVL,X
64901,>N,P<,SUB,CJT,CO,ADVL
64902,P<,SUB,SUBJ,PIV,CJT,CO
64903,SUB,SUBJ,ADVL,>N,PIV,CJT
64904,SUBJ,ADVL,ACC,P<,>N,PIV
64905,ADVL,ACC,ACC,SUB,P<,>N
64906,ACC,ACC,SC,SUBJ,SUB,P<
64907,ACC,SC,ADVL,ADVL,SUBJ,SUB
64908,SC,ADVL,PU,ACC,ADVL,SUBJ
64909,ADVL,PU,SUB,ACC,ACC,ADVL
64910,PU,SUB,CJT,SC,ACC,ACC
64911,SUB,CJT,>N,ADVL,SC,ACC
64912,CJT,>N,>N,PU,ADVL,SC
64913,>N,>N,>N,SUB,PU,ADVL
64914,>N,>N,SUBJ,CJT,SUB,PU
64915,>N,SUBJ,ADVL,>N,CJT,SUB
64916,SUBJ,ADVL,A<,>N,>N,CJT
64917,ADVL,A<,P<,>N,>N,>N
64918,A<,P<,PU,SUBJ,>N,>N
64919,P<,PU,,ADVL,SUBJ,>N
64920,PU,,,A<,ADVL,SUBJ
64921,,,,P<,A<,ADVL
64922,SUB,ACC,X,,,
64923,ACC,X,ADVL,STA,,
64924,X,ADVL,CO,SUB,STA,
64925,ADVL,CO,CJT,ACC,SUB,STA
64926,CO,CJT,PIV,X,ACC,SUB
64927,CJT,PIV,>N,ADVL,X,ACC
64928,PIV,>N,P<,CO,ADVL,X
